Latitude,Longitude,#,Title,file#,מיקום גוף יוצר,Description,תיאור התיק,תקופת החומר מ,תקופת החומר עד,סוג התיק,שפה,סטטוס חשיפה,subjects,people,locations,events,organization,projects,מספר תיק לציטוט,מספר תיק,מספר תיק ישן,מספר מסמכים בתיק,זכויות יוצרים,מתאריך,עד תאריך,מזהה סימול מקורי,סוג מפה,קנה מידה,צבע,"רוחב בס""מ",אורך או גובה במטר,"סה""כ תצלומים",מקום הוצאה,תאריך התצלום,תאריך הפקה,סוג זיעור,מקומות הקשורים בפריט,סוג מוצג,תאריך הוצאה,מסמכים בתיק,סוג החומר המוצג,סוג פרסום,"עומק בס""מ",xfile?,url,ScanningDAte
32.1800865,34.9080973,16887,שומרון שרותי דת,0b07170680791625,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי","חילוקי דעות בענין תקציב המועצה הדתית שומרון והמועצה הדתית עמנואל-מחלוקת בין המועצה האזורית שומרון למועצה הדתית שומרון (התכתבויות בנוגע לאי העברת כספים על ידי המועצה האזורית ובג""צ) ובין הרשות המקומית בעמנואל והמועצה הדתית. פרוטוקולים מישיבות מועצה, פרוטוקול מישיבת ועדה בינמשרדית אוצר-דתות.",,6/1/1992 0:00,12/28/1992 0:00,תיק מסמכים,,גלוי,תקציב הרשויות המקומיות,בנימין (בני) קצובר (1947,שומרון,,מנהל המינהל לשלטון מקומי,,ISA-MOIN-InteriorLocalgov-000c5iq,,גל - 10 / 60458,1,,6/1/1992 0:00,12/28/1992 0:00,,,,,,,,,,,,שומרון,,,ISA-MOIN-InteriorLocalgov-000c5iq,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b07170680791625,
32.16536375,35.15141081,,,,,,,,,,,,תקציב הדתות,,עמנואל,,המשרד לענייני דתות - מחלקת מועצות דתיות,,,,,,,,,,,,,,,,,,,,עמנואל,,,,,,,,,
31.6119101,34.778412,16889,איכות הסביבה יהודה תקציב רגיל,0b07170680791628,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי","בתיק התכתבויות של איגוד ערים שומרון ויהודה בנושא תקציבים, פעילויות, תכניות עבודה לשנים 1997-1999, נתוני תקציב ואוכלוסייה ופרישת ביתר עלית מהאיגוד.",,12/9/1996 0:00,4/26/1999 0:00,תיק מסמכים,,גלוי,תקציב הרשויות המקומיות,בנימין (בני) ריקרדו (הממונה על היישובים ביהודה ושומרון),הר חברון,,מנהל המינהל לשלטון מקומי,,ISA-MOIN-InteriorLocalgov-000c5it,,גל - 13 / 60458,1,,12/9/1996 0:00,4/26/1999 0:00,,,,,,,,,,,,אפרת,,,ISA-MOIN-InteriorLocalgov-000c5it,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b07170680791628,
,,,,,,,,,,,מדיניות ההתיישבות והבנייה בישובים היהודיים ביהודה ושומרון,,ביתר עלית,,רשויות מקומיות - איגוד ערים,,,,,,,,,,,,,,,,,,,,ביתר עלית,,,,,,,,,,,
31.66777625,35.16057857,,,,,,,,,,,,שמירה על איכות הסביבה,,אפרת,,המינהל האזרחי ביהודה ושומרון,,,,,,,,,,,,,,,,,,,,גוש עציון,,,,,,,,,
31.6095762,35.39394303,,,,,,,,,,,,התנחלויות,,מגילות,,עיריית מעלה אדומים,,,,,,,,,,,,,,,,,,,,הר אדר,,,,,,,,,
32.7944893,35.5362084,,,,,,,,,,,,שירותי תברואה,,גוש עציון,,משרד הפנים - ממונה על מחוז יהודה ושומרון,,,,,,,,,,,,,,,,,,,,הר חברון,,,,,,,,,
31.82636635,35.12703333,,,,,,,,,,,,חוקי עזר עירוניים,,הר אדר,,,,,,,,,,,,,,,,,,,,,,מגילות,,,,,,,,,
31.5434238,35.12056277,,,,,,,,,,,,,,קרית ארבע,,,,,,,,,,,,,,,,,,,,,,מעלה אדומים,,,,,,,,,
31.7705643,35.2987457,,,,,,,,,,,,,,מעלה אדומים,,,,,,,,,,,,,,,,,,,,,,קרית ארבע,,,,,,,,,
32.0695012,35.2624802,16890,פרוטוקולים - עלי,0b07170680791674,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי",פרוטוקולים מישיבות ועד היישוב עלי,,8/30/2000 0:00,12/16/2003 0:00,תיק מסמכים,,גלוי,מדיניות תכנון ובנייה,,עלי,,מנהל המינהל לשלטון מקומי,,ISA-MOIN-InteriorLocalgov-000c5iz,,גל - 2 / 60459,1,,8/30/2000 0:00,12/16/2003 0:00,,,,,,,,,,,,עלי,,,ISA-MOIN-InteriorLocalgov-000c5iz,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b07170680791674,
32.1116176,35.0354721,16891,חוקי עזר - אלקנה,0b07170680791675,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי",חוקי עזר עירוניים של המועצה המקומית אלקנה והתכתבות בנושא בין המועצה למשרד הפנים.,,1/19/1984 0:00,12/4/2000 0:00,תיק מסמכים,,גלוי,מדיניות ההתיישבות והבנייה בישובים היהודיים ביהודה ושומרון,ניסן סלומינסקי (1946,אלקנה,,מנהל המינהל לשלטון מקומי,,ISA-MOIN-InteriorLocalgov-000c5j0,,גל - 3 / 60459,1,,1/19/1984 0:00,12/4/2000 0:00,,,,,,,,,,,,אלקנה,,,ISA-MOIN-InteriorLocalgov-000c5j0,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b07170680791675,
32.1116176,35.0354721,16892,חוקי עזר - אלקנה,0b07170680791676,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי",חוקי עזר עירוניים של המועצה המקומית אלקנה והתכתבות בנושא בין המועצה למשרד הפנים.,,6/22/1982 0:00,3/1/1998 0:00,תיק מסמכים,,גלוי,מדיניות ההתיישבות והבנייה בישובים היהודיים ביהודה ושומרון,ניסן סלומינסקי (1946,אלקנה,,מנהל המינהל לשלטון מקומי,,ISA-MOIN-InteriorLocalgov-000c5j1,,גל - 4 / 60459,1,,6/22/1982 0:00,3/1/1998 0:00,,,,,,,,,,,,אלקנה,,,ISA-MOIN-InteriorLocalgov-000c5j1,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b07170680791676,
32.1060817,35.1851368,16895,חוקי עזר - אריאל,0b071706807916bf,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי",חוקי עזר לאריאל- שמירה; שילוט ; מערכות כריזה ; רישיונות הצמדה למדד ביוב ועוד   ,,7/11/1983 0:00,6/9/1992 0:00,תיק מסמכים,,גלוי,מדיניות ההתיישבות והבנייה בישובים היהודיים ביהודה ושומרון,בנימין (בני) ריקרדו (הממונה על היישובים ביהודה ושומרון),אריאל,,מנהל המינהל לשלטון מקומי,,ISA-MOIN-InteriorLocalgov-000c5j4,,גל - 7 / 60459,1,,7/11/1983 0:00,6/9/1992 0:00,,,,,,,,,,,,אריאל,,,ISA-MOIN-InteriorLocalgov-000c5j4,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b071706807916bf,
32.1309209,34.9919607,16897,חוקי עזר - אורנית,0b071706807916c2,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי","התכתבויות בנושא חוקי עזר במועצה המקומית אורנית בעניין היטלי פיתוח, סלילת רחובות, תיעול, ביוב ועוד; טיוטות חוקים.",,1/7/1990 0:00,3/28/1993 0:00,תיק מסמכים,,גלוי,פיתוח תשתיות כבישים,,אורנית,,מנהל המינהל לשלטון מקומי,,ISA-MOIN-InteriorLocalgov-000c5j7,,גל - 11 / 60459,1,,1/7/1990 0:00,3/28/1993 0:00,,,,,,,,,,,,אורנית,,,ISA-MOIN-InteriorLocalgov-000c5j7,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b071706807916c2,
32.1709826,35.08924,16898,חוקי עזר קרני שומרון,0b071706807916c5,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי",התכתבויות וטיוטות בנושא חוקי עזר במועצה המקומית קרני שומרון; תחשיב עלויות לצורך קביעת היטל ביוב ועוד.,,6/25/1991 0:00,1/3/1994 0:00,תיק מסמכים,,גלוי,מדיניות ההתיישבות והבנייה בישובים היהודיים ביהודה ושומרון,,קרני שומרון,,מנהל המינהל לשלטון מקומי,,ISA-MOIN-InteriorLocalgov-000c5ja,,גל - 14 / 60459,1,,6/25/1991 0:00,1/3/1994 0:00,,,,,,,,,,,,קרני שומרון,,,ISA-MOIN-InteriorLocalgov-000c5ja,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b071706807916c5,
32.1709826,35.08924,16899,חוקי עזר קרני שומרון,0b071706807916c6,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי",התכתבויות וטיוטות בנושא חוקי עזר במועצה המקומית קרני שומרון.,,5/20/1991 0:00,2/11/1992 0:00,תיק מסמכים,,גלוי,מדיניות ההתיישבות והבנייה בישובים היהודיים ביהודה ושומרון,,קרני שומרון,,מנהל המינהל לשלטון מקומי,,ISA-MOIN-InteriorLocalgov-000c5jb,,גל - 15 / 60459,1,,5/20/1991 0:00,2/11/1992 0:00,,,,,,,,,,,,קרני שומרון,,,ISA-MOIN-InteriorLocalgov-000c5jb,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b071706807916c6,
31.9324487,35.0433428,16900,מועצת תכנון עליונה,0b071706807916c7,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי",פרוטוקולים מועדת משנה להתנגדויות בנושא עררים על החלטות הועדות המקומיות לתכנון ובניה; פרוטוקולים מועדת משנה להתיישבות בנושא תכניות מפורטות לבניה.,,8/25/2002 0:00,3/24/2003 0:00,תיק מסמכים,,גלוי,פיתוח תשתיות מגורים,,מודיעין עילית,,מנהל המינהל לשלטון מקומי,,ISA-MOIN-InteriorLocalgov-000c5jc,,גל - 1 / 60460,1,,8/25/2002 0:00,3/24/2003 0:00,,,,,,,,,,,,מעלה אדומים,,,ISA-MOIN-InteriorLocalgov-000c5jc,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b071706807916c7,
31.86083385,35.16416458,,,,,,,,,,,,מדיניות תכנון ובנייה,,גבעת זאב,,,,,,,,,,,,,,,,,,,,,,מודיעין עילית,,,,,,,,,
31.70185385,35.10731699,,,,,,,,,,,,מדיניות ההתיישבות והבנייה בישובים היהודיים ביהודה ושומרון,,ביתר עילית,,,,,,,,,,,,,,,,,,,,,,גבעת זאב,,,,,,,,,
31.7705643,35.2987457,,,,,,,,,,,,התנחלויות,,מעלה אדומים,,,,,,,,,,,,,,,,,,,,,,ביתר עילית,,,,,,,,,
32.217657,35.1603555,16902,חוקי עזר קדומים,0b07170680794476,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי","בתיק התכתבויות הנוגעות למועצה המקומית קדומים, בתוך כך - פרוטוקול ישיבת מליאה של המועצה - בין הנושאים הנדונים: חוקי עזר, אגרות ביוב, תקציב מועצה דתית ועוד. חוק עזר לקדומים (אגרות ביוב), התשנ""ד - 1994 - נוסח החוק, חוות דעת בעניין;",,9/8/1992 0:00,11/21/1994 0:00,תיק מסמכים,,גלוי,התנחלויות,בנימין (בני) ריקרדו (הממונה על היישובים ביהודה ושומרון),קדומים,,מנהל המינהל לשלטון מקומי,,ISA-MOIN-InteriorLocalgov-000c6nz,,גל - 13 / 60460,1,,9/8/1992 0:00,11/21/1994 0:00,,,,,,,,,,,,קדומים,,,ISA-MOIN-InteriorLocalgov-000c6nz,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b07170680794476,
32.17099335,35.0104893,16903,חוקי עזר כללים ופרסומים אלפי מנשה,0b07170680799826,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי","בתיק - קובץ חוקי עזר (תיקון חוקי עזר) - מועצה מקומית אלפי מנשה בנושאים שונים הנוגעים למועצה המקומית; אגרות מבני ציבור - חוק עזר, התשנ""ט - 1999;",,9/13/1999 0:00,9/21/2003 0:00,תיק מסמכים,,גלוי,פיתוח תשתיות ביוב וניקוז,חסדאי אליעזר (1955 - 2012),אלפי מנשה,,מנהל המינהל לשלטון מקומי,,ISA-MOIN-InteriorLocalgov-000c8qa,,גל - 32 / 60461,1,,9/13/1999 0:00,9/21/2003 0:00,,,,,,,,,,,,אלפי מנשה,,,ISA-MOIN-InteriorLocalgov-000c8qa,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b07170680799826,
31.82636635,35.12703333,16904,חוקי עזר הר אדר,0b07170680799828,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי","התכתבויות הנוגעות לנושא הארנונה באדמת בניין במועצה המקומית בהר אדר וגביית הארנונה על-ידי המועצה; תיקון לחוק עזר להר אדר (שירותי שמירה), התשנ""ו-1996; פרוטוקול ישיבת מליאה לדיון ואישור תקציב; תיקון חוק העזר - אגרות מבני ציבור ופיתוח שטחים ציבוריים  ושעירו האגרה; מתן אישור לתקציב בלתי גיל להכנת תכנית אב יישובית לספורט; תשלומי חובה המועצה המקומית הר אדר - התכתבויות בנושא; תכתובת בין עמותת 'משתכני הר אדר ב'' לבין המועצה המקומית בהר אדר, בתוך כך - מתן היטלי מבני ציבור - שלב ב'; חוק עזר לביוב (היטל ואגרה), נתונים לחישוב ההיטל ואישור היועץ המשפטי; חוק עזר לאספקת מים ואישורו - המלצת המינהל לתעריפי חוק העזר לאספקת מים לבנייה צמודת קרקע;",,1/13/1999 0:00,2/5/2001 0:00,תיק מסמכים,,גלוי,התנחלויות,בנימין (בני) ריקרדו (הממונה על היישובים ביהודה ושומרון),הר אדר,,אפוטרופוס לנכסי נפקדים,,ISA-MOIN-InteriorLocalgov-000c8qc,,גל - 34 / 60461,1,,1/13/1999 0:00,2/5/2001 0:00,,,,,,,,,,,,הר אדר,,,ISA-MOIN-InteriorLocalgov-000c8qc,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b07170680799828,
31.82636635,35.12703333,16905,חוקי עזר הר אדר,0b07170680799829,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי",התכתבויות ופרוטוקולים בנושא חוקי עזר במועצה המקומית הר אדר.,,3/26/1996 0:00,1/24/1999 0:00,תיק מסמכים,,גלוי,בניית מוסדות ציבור,,הר אדר,,מנהל המינהל לשלטון מקומי,,ISA-MOIN-InteriorLocalgov-000c8qd,,גל - 35 / 60461,1,,3/26/1996 0:00,1/24/1999 0:00,,,,,,,,,,,,הר אדר,,,ISA-MOIN-InteriorLocalgov-000c8qd,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b07170680799829,
32.1309209,34.9919607,16906,תקציב פיתוח אורנית,0b07170680799877,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי","בתיק התכתבויות של מועצה מקומית אורנית בענייני תקציבים, תב""רים (תקציב בלתי רגיל), פרוטוקולים מישיבות המועצה, התכתבויות בעניין ביטול מעמדה של חברת דלתא בע""מ כמפתחת של הישוב, התכתבויות בעניין התחייבות של הבינוי פואד בן אליעזר בדבר מענק לפיתוח אורנית שטרם התקבל במועצה, תכניות פיתוח שנתיות, תכנית אב למיחשוב המועצה, פיתוח תשתיות כבישים, מים, מל""ח, הג""א, ריענון ציוד רפואי ורכישת רכבי תחזוקה.",,11/10/1996 0:00,10/20/2001 0:00,תיק מסמכים,,גלוי,תקציב הרשויות המקומיות,בנימין (פואד) בן-אליעזר (1936 - 2016),אורנית,"באג 2000, 1996 - 2000",מנהל המינהל לשלטון מקומי,,ISA-MOIN-InteriorLocalgov-000c8ql,,גל - 8 / 60462,1,,11/10/1996 0:00,10/20/2001 0:00,,,,,,,,,,,,אורנית,,,ISA-MOIN-InteriorLocalgov-000c8ql,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b07170680799877,
32.1309209,34.9919607,16907,חוקי עזר כללים ופרסמים אורנית,0b071706807998c7,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי",אוסף מסמכים של משרד הפנים בנושא חוקי עזר באורנית.,,10/1/1990 0:00,11/30/2003 0:00,תיק מסמכים,,גלוי,פיתוח תשתיות ביוב וניקוז,,אורנית,,משרד הפנים,,ISA-MOIN-InteriorLocalgov-000c8qv,,גל - 18 / 60462,1,,10/1/1990 0:00,11/30/2003 0:00,,,,,,,,,,,,אורנית,,,ISA-MOIN-InteriorLocalgov-000c8qv,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b071706807998c7,
32.1709826,35.08924,16908,חוקי עזר כללים ופרסומים קרני שומרון,0b071706807998c8,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי","אוסף מסמכים של משרד הפנים בנושא חוקי עזר כללים ופרסומים בקרני שומרון, הכוללים:  חוקי עזר.",,8/1/1991 0:00,11/30/2003 0:00,תיק מסמכים,,גלוי,התנחלויות,,קרני שומרון,,משרד הפנים,,ISA-MOIN-InteriorLocalgov-000c8qw,,גל - 19 / 60462,1,,8/1/1991 0:00,11/30/2003 0:00,,,,,,,,,,,,קרני שומרון,,,ISA-MOIN-InteriorLocalgov-000c8qw,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b071706807998c8,
32.1309209,34.9919607,16910,בקורת אורנית,0b07170680799916,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי","דו""ח כספי של המועצה לשנת 1999; התכתבויות בנושא דו""חות ביקורת על תפקוד המועצה.",,4/28/1996 0:00,11/22/2000 0:00,תיק מסמכים,,גלוי,תקציב הרשויות המקומיות,,אורנית,,מנהל המינהל לשלטון מקומי,,ISA-MOIN-InteriorLocalgov-000c8r4,,גל - 6 / 60463,1,,4/28/1996 0:00,11/22/2000 0:00,,,,,,,,,,,,אורנית,,,ISA-MOIN-InteriorLocalgov-000c8r4,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b07170680799916,
32.1309209,34.9919607,16911,בקורת אורנית,0b07170680799917,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי","התכתבויות בנושא ביקורת רואי חשבון במועצה ותיקון ליקויים שונים; דו""ח ביקורת מפורט לשנת 2001, פירוט תמיכות של המועצה, דו""ח ביקורת של המועצה הדתית, דו""חות ביקורת בנושאי בטיחות, השתלמויות עובדים, מחשוב ועוד.",,5/31/2001 0:00,2/6/2003 0:00,תיק מסמכים,,גלוי,תקציב הרשויות המקומיות,,אורנית,,מנהל המינהל לשלטון מקומי,,ISA-MOIN-InteriorLocalgov-000c8r5,,גל - 7 / 60463,1,,5/31/2001 0:00,2/6/2003 0:00,,,,,,,,,,,,אורנית,,,ISA-MOIN-InteriorLocalgov-000c8r5,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b07170680799917,
31.8261908,35.4324239,16912,תקציב בלתי רגיל מגילות,0b0717068079e6e4,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי","מועצה אזורית מגילות, תקציב בלתי רגיל-השתתפות הממשלה (משרדי הבריאות, החקלאות, איכות הסביבה, התיירות, הפנים והחינוך) בתקציב עבור חינוך, דרכים וכבישים, רכישת מרכיבי ביטחון ושיקום מקלטים, שמירה, עידוד התיירות-פיתוח בית הערבה, ורד יריחו וקליה, פעולות תרבות, תברואה (הדברה) ועוד.",,11/21/2002 0:00,11/25/2003 0:00,תיק מסמכים,,גלוי,תקציב הרשויות המקומיות,,ורד יריחו,,מנהל המינהל לשלטון מקומי,,ISA-MOIN-InteriorLocalgov-000caoa,,גל - 9 / 60444,1,,11/21/2002 0:00,11/25/2003 0:00,710-757,,,,,,,,,,,מגילות,,,ISA-MOIN-InteriorLocalgov-000caoa,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b0717068079e6e4,
31.7498072,35.4661484,,,,,,,,,,,,פיתוח תשתיות ואתרי תיירות,,קליה,,ההסתדרות הציונית העולמית,,,,,,,,,,,,,,,,,,,,ורד יריחו,,,,,,,,,
31.6095762,35.39394303,,,,,,,,,,,,עבודות ציבוריות (פיתוח תשתיות),,מגילות,,"פיקוד העורף (פקע""ר)",,,,,,,,,,,,,,,,,,,,בית הערבה,,,,,,,,,
31.80907,35.4765965,,,,,,,,,,,,,,בית הערבה,,מועצה אזורית מגילות ים המלח,,,,,,,,,,,,,,,,,,,,אלמוג,,,,,,,,,
31.790043,35.4615959,,,,,,,,,,,,,,אלמוג,,משרד הפנים - ממונה על מחוז יהודה ושומרון,,,,,,,,,,,,,,,,,,,,אבנת,,,,,,,,,
31.6792556,35.4365531,,,,,,,,,,,,,,אבנת,,,,,,,,,,,,,,,,,,,,,,קליה,,,,,,,,,
32.17099335,35.0104893,16913,תקציב בלתי רגיל אלפי מנשה,0b0717068079e6e8,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי","מועצה מקומית אלפי מנשה, תקציב בלתי רגיל-השתתפות הממשלה (משרדי הפנים, הביטחון, התחבורה, השיכון, החינוך) בתקציב עבור חידוש מבני בתי ספר ומיגונם, גינון, דרכים וכבישים, אמצעי ביטחון, תברואה ועוד. מענקי סיוע של מפעל הפיס.",,1/19/1994 0:00,7/10/2000 0:00,תיק מסמכים,,גלוי,תקציב הרשויות המקומיות,,אלפי מנשה,,מנהל המינהל לשלטון מקומי,,ISA-MOIN-InteriorLocalgov-000caoe,,גל - 13 / 60444,1,,1/19/1994 0:00,7/10/2000 0:00,258-302,,,,,,,,,,,אלפי מנשה,,,ISA-MOIN-InteriorLocalgov-000caoe,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b0717068079e6e8,
32.16536375,35.15141081,16914,חוקי עזר כללי אלפי מנשה,0b0717068079e6e9,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי","חוקי עזר של הרשויות המקומיות ביהודה ושומרון-חוקי עזר לעמנואל: עדכון שיעורי הקנסות, פיקוח על מכירת בשר, מניעת רעש. הסדרי חניה, חוקי עזר שיש בהם סעיפי עונשין, אגרת שמירה, אגרת מבני ציבור, ועוד. התכתבויות עם הממונה על הישובים ביהודה ושומרון, חוזר מנכ""ל משרד הפנים (פברואר 1996), צווי צה""ל. מצורפות לתיק כתבות עיתונות.",,4/26/1992 0:00,11/19/2003 0:00,תיק מסמכים,,גלוי,התנחלויות,בנימין (בני) ריקרדו (הממונה על היישובים ביהודה ושומרון),עמנואל,,מנהל המינהל לשלטון מקומי,,ISA-MOIN-InteriorLocalgov-000caof,,גל - 14 / 60444,1,,4/26/1992 0:00,11/19/2003 0:00,,,,,,,,,,,,עמנואל,,,ISA-MOIN-InteriorLocalgov-000caof,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b0717068079e6e9,
31.7705643,35.2987457,,,,,,,,,,,,חוקי עזר עירוניים,,מעלה אדומים,,"צה""ל (צבא ההגנה לישראל)",,,,,,,,,,,,,,,,,,,,מעלה אדומים,,,,,,,,,
32.17099335,35.0104893,16915,תקציב בלתי רגיל אלפי מנשה,0b0717068079e732,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי","מועצה מקומית אלפי מנשה, תקציב בלתי רגיל-השתתפות הממשלה בתקציב (משרדי התיירות, הביטחון, השיכון, תחבורה, הפנים, חינוך ועוד) והכנסות נוספות עבור פיתוח תיירותי, כבישים ודרכים, שיקום רחובות, החלפת קווי מים, ציוד ביטחון, תברואה, פיתוח סביבתי, מערכת החינוך ועוד.",,6/21/1999 0:00,10/14/2001 0:00,תיק מסמכים,,גלוי,תקציב הרשויות המקומיות,,אלפי מנשה,,מנהל המינהל לשלטון מקומי,,ISA-MOIN-InteriorLocalgov-000caoi,,גל - 1 / 60445,1,,6/21/1999 0:00,10/14/2001 0:00,302-334,,,,,,,,,,,אלפי מנשה,,,ISA-MOIN-InteriorLocalgov-000caoi,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b0717068079e732,
31.4933935,35.08041,16916,תקציב בלתי רגיל הר חברון,0b0717068079e735,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי","מועצה אזורית הר חברון, שינויים בתקציב בלתי רגיל-השתתפות הממשלה (משרדי השיכון, הרווחה, החינוך, הביטחון, הפנים והתחבורה) בתקציב הרווחה והחינוך-הסכמים לבניית מעונות יום, מועדוניות, מעונות רווחה, מרכז תרבות, דרכים, גינון ציבורי ועוד.",,10/20/1999 0:00,1/3/2000 0:00,תיק מסמכים,,גלוי,תקציב החינוך,,"בית חג""י",,משרד החינוך,,ISA-MOIN-InteriorLocalgov-000caol,,גל - 4 / 60445,1,,10/20/1999 0:00,1/3/2000 0:00,848-866,,,,,,,,,,,עתניאל,,,ISA-MOIN-InteriorLocalgov-000caol,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b0717068079e735,
31.4395382,35.0289309,,,,,,,,,,,,פיתוח תשתיות מגורים,,עתניאל,,משרד הרווחה והשירותים החברתיים,,,,,,,,,,,,,,,,,,,,"בית חג""י",,,,,,,,,
16917,תקציב בלתי רגיל הר חברון,0b0717068079e736,"משרד הפנים/משרד הפנים - לשכת המנכ""ל/המינהל לשלטון מקומי","מועצה אזורית הר חברון, שינויים בתקציב בלתי רגיל-השתתפות הממשלה בתקציב (משרדי השיכון, החינוך)-בנית יחידות דיור ושכונות חדשות, הצטיידות מוסדות חינוך, תברואה, גינון, דרכים, תשתיות ציבוריות, הקמת ספריה ועוד.",,7/12/2001 0:00,9/30/2002 0:00,תיק מסמכים,,גלוי,תקציב הרשויות המקומיות,,מצדות יהודה,,מנהל המינהל לשלטון מקומי,,ISA-MOIN-InteriorLocalgov-000caom,,גל - 5 / 60445,1,,7/12/2001 0:00,9/30/2002 0:00,866-890,,,,,,,,,,,מצדות יהודה,,,ISA-MOIN-InteriorLocalgov-000caom,,,,,https://www.archives.gov.il/archives/#/Archive/0b071706800251ff/File/0b0717068079e736,,,
31.3911793,34.9047437,,,,,,,,,,,,בניית מוסדות ציבור,,אשכולות,,מועצה אזורית הר חברון,,,,,,,,,,,,,,,,,,,,סוסיה,,,,,,,,,
31.3919471,35.1135364,,,,,,,,,,,,פיתוח תשתיות מגורים,,סוסיה,,משרד הפנים - ממונה על מחוז יהודה ושומרון,,,,,,,,,,,,,,,,,,,,חגי,,,,,,,,,
31.4861209,35.1650985,,,,,,,,,,,,,,מעלה חבר,,,,,,,,,,,,,,,,,,,,,,אדורה,,,,,,,,,
31.4137966,35.1630672,,,,,,,,,,,,,,מעון,,,,,,,,,,,,,,,,,,,,,,מעון,,,,,,,,,
31.5519201,35.0165158,,,,,,,,,,,,,,אדורה,,,,,,,,,,,,,,,,,,,,,,מעלה חבר,,,,,,,,,
31.6587655,34.5857366,,,,,,,,,,,,,,חגי,,,,,,,,,,,,,,,,,,,,,,אשכולות,,,,,,,,,
